Event	Latitude	Longitude	Country	State	County	Status	Cancellations	Website
Glass House Mountains Conservation parkrun	-26.986817	152.823678	Australia	Queensland	Moreton Bay	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Landslide on trail'}]	https://www.parkrun.com.au/glasshousemountainsconservation
Glen River parkrun	51.912716	-8.455532	Ireland	Munster	Cork	parkrunning	[]	https://www.parkrun.ie/glenriver
Glengarriff parkrun	51.755548	-9.566904	Ireland	Munster	Cork	parkrunning	[]	https://www.parkrun.ie/glengarriff
Glenoma parkrun	-16.899012	145.708784	Australia	Queensland	Cairns	parkrunning	[]	https://www.parkrun.com.au/glenoma
Globe parkrun	49.110666	9.735054	Germany	Baden-Württemberg	Regierungsbezirk Stuttgart	parkrunning	[]	https://www.parkrun.com.de/globe
Glossop parkrun	53.447019	-1.939503	United Kingdom	England	Derbyshire	parkrunning	[]	https://www.parkrun.org.uk/glossop
Gloucester City parkrun	51.858707	-2.243129	United Kingdom	England	Gloucestershire	parkrunning	[]	https://www.parkrun.org.uk/gloucestercity
Gloucester District parkrun	-32.00456	151.953594	Australia	New South Wales	Mid-Coast	parkrunning	[]	https://www.parkrun.com.au/gloucesterdistrict
Gloucester North parkrun	51.878304	-2.231707	United Kingdom	England	Gloucestershire	parkrunning	[]	https://www.parkrun.org.uk/gloucesternorth
Gnoll junior parkrun	51.662428	-3.787224	United Kingdom	Wales	Neath Port Talbot	junior parkrunning	[]	https://www.parkrun.org.uk/gnoll-juniors
Gnoll parkrun	51.661114	-3.788616	United Kingdom	Wales	Neath Port Talbot	parkrunning	[]	https://www.parkrun.org.uk/gnoll
Goffert parkrun	51.82902	5.833825	Netherlands	Gelderland	Gemeente Nijmegen	parkrunning	[]	https://www.parkrun.co.nl/goffert
Golden Beach parkrun	-26.829014	153.120795	Australia	Queensland	Sunshine Coast	parkrunning	[]	https://www.parkrun.com.au/goldenbeach
Golden Harvest parkrun	-26.069116	27.95355	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/goldenharvest
Goldfields Reservoir parkrun	-37.065018	143.731855	Australia	Victoria	Central Goldfields	parkrunning	[]	https://www.parkrun.com.au/goldfieldsreservoir
Goole parkrun	53.710492	-0.891098	United Kingdom	England	East Yorkshire	parkrunning	[]	https://www.parkrun.org.uk/goole
Goolwa parkrun	-35.499385	138.789448	Australia	South Australia	Alexandrina	parkrunning	[]	https://www.parkrun.com.au/goolwa
Goondiwindi parkrun	-28.54951	150.307043	Australia	Queensland	Goondiwindi	parkrunning	[]	https://www.parkrun.com.au/goondiwindi
Gorey parkrun	52.683044	-6.296041	Ireland	Leinster	Wexford	parkrunning	[]	https://www.parkrun.ie/gorey
Gorleston Cliffs parkrun	52.567806	1.73069	United Kingdom	England	Norfolk	parkrunning	[]	https://www.parkrun.org.uk/gorleston
Gorleston junior parkrun	52.567979	1.731107	United Kingdom	England	Norfolk	junior parkrunning	[]	https://www.parkrun.org.uk/gorleston-juniors
Goudhurst junior parkrun	51.113694	0.463445	United Kingdom	England	Kent	junior parkrunning	[]	https://www.parkrun.org.uk/goudhurst-juniors
Goulburn parkrun	-34.736445	149.706096	Australia	New South Wales	Goulburn Mulwaree	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Track is flooded'}]	https://www.parkrun.com.au/goulburn
Gracepoint parkrun	-26.002734	28.033908	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/gracepoint
Grafton parkrun	-29.643847	152.920487	Australia	New South Wales	Clarence Valley	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Wet Weather - Fields closed'}]	https://www.parkrun.com.au/grafton
Graham Andrews parkrun	-26.412576	146.244782	Australia	Queensland	Murweh	parkrunning	[]	https://www.parkrun.com.au/grahamandrews
Grahamstown parkrun	-33.314705	26.520674	South Africa	Eastern Cape	Sarah Baartman District Municipality	parkrunning	[]	https://www.parkrun.co.za/grahamstown
Grand Ridge Rail Trail parkrun, Mirboo North	-38.400561	146.16502	Australia	Victoria	South Gippsland	parkrunning	[]	https://www.parkrun.com.au/grandridgerailtrail
Grange Paddocks junior parkrun	51.877648	0.162395	United Kingdom	England	Hertfordshire	junior parkrunning	[]	https://www.parkrun.org.uk/grangepaddocks-juniors
Grangemoor parkrun	51.454464	-3.192412	United Kingdom	Wales	Cardiff	parkrunning	[]	https://www.parkrun.org.uk/grangemoor
Graves junior parkrun	53.338892	-1.465051	United Kingdom	England	Sheffield	junior parkrunning	[]	https://www.parkrun.org.uk/graves-juniors
Graves parkrun	53.338906	-1.464657	United Kingdom	England	Sheffield	parkrunning	[]	https://www.parkrun.org.uk/graves
Gravesend junior parkrun	51.443724	0.379039	United Kingdom	England	Kent	junior parkrunning	[]	https://www.parkrun.org.uk/gravesend-juniors
Great Cornard junior parkrun	52.023598	0.749416	United Kingdom	England	Suffolk	junior parkrunning	[]	https://www.parkrun.org.uk/greatcornard-juniors
Great Cornard parkrun	52.02463	0.751362	United Kingdom	England	Suffolk	parkrunning	[]	https://www.parkrun.org.uk/greatcornard
Great Denham parkrun	52.121602	-0.509062	United Kingdom	England	Bedford	parkrunning	[]	https://www.parkrun.org.uk/greatdenham
Great Dunmow parkrun	51.878681	0.3627	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/greatdunmow
Great Lines parkrun, Medway	51.388527	0.541334	United Kingdom	England	Medway	parkrunning	[]	https://www.parkrun.org.uk/greatlines
Great Notley junior parkrun	51.863774	0.51556	United Kingdom	England	Essex	junior parkrunning	[]	https://www.parkrun.org.uk/greatnotley-juniors
Great Notley parkrun	51.864147	0.51584	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/greatnotley
Great Salterns parkrun	50.809385	-1.046606	United Kingdom	England	Portsmouth	parkrunning	[]	https://www.parkrun.org.uk/greatsalterns
Great Yarmouth North Beach parkrun	52.613141	1.73892	United Kingdom	England	Norfolk	parkrunning	[]	https://www.parkrun.org.uk/greatyarmouthnorthbeach
GreenWay parkrun	-33.882504	151.14457	Australia	New South Wales	Inner West	parkrunning	[]	https://www.parkrun.com.au/greenway
Greenbank parkrun	-27.739202	152.922846	Australia	Queensland	Logan	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Course Flooded'}]	https://www.parkrun.com.au/greenbank
Greenfield Valley parkrun	53.275044	-3.220992	United Kingdom	Wales	Flintshire	parkrunning	[]	https://www.parkrun.org.uk/greenfieldvalley
Greenock parkrun	55.956525	-4.767348	United Kingdom	Scotland	Inverclyde	parkrunning	[]	https://www.parkrun.org.uk/greenock
Greenpoint parkrun	-33.905997	18.407056	South Africa	Western Cape	City of Cape Town	parkrunning	[]	https://www.parkrun.co.za/greenpoint
Greenstone Hill parkrun	-26.120288	28.146204	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/greenstonehill
Greenwich parkrun	51.449459	0.075155	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/greenwich
Grey Goose parkrun	-27.733307	29.892468	South Africa	KwaZulu-Natal	Amajuba District Municipality	parkrunning	[]	https://www.parkrun.co.za/greygoose
Greytown Woodside Trail parkrun	-41.067449	175.403236	New Zealand	Wellington	South Wairarapa District	parkrunning	[]	https://www.parkrun.co.nz/greytownwoodsidetrail
Griffeen junior parkrun	53.343795	-6.44471	Ireland	Leinster	Dublin	junior parkrunning	[]	https://www.parkrun.ie/griffeen-juniors
Griffeen parkrun	53.343685	-6.445112	Ireland	Leinster	Dublin	parkrunning	[]	https://www.parkrun.ie/griffeen
Groe parkrun	52.150418	-3.403113	United Kingdom	Wales	Powys	parkrunning	[]	https://www.parkrun.org.uk/groe
Groeneweide parkrun	-34.589792	19.404166	South Africa	Western Cape	Overberg District Municipality	parkrunning	[]	https://www.parkrun.co.za/groeneweide
Grove Fields parkrun	51.600059	-1.425256	United Kingdom	England	Oxfordshire	parkrunning	[]	https://www.parkrun.org.uk/grovefields
Grovelands parkrun, Enfield	51.633076	-0.113769	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/grovelands
Grüner Weg parkrun	48.466077	9.422082	Germany	Baden-Württemberg	Tübingen Region	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Road works, road closed.'}]	https://www.parkrun.com.de/gruenerweg
Guernsey parkrun	49.502341	-2.530312	United Kingdom	Guernsey		parkrunning	[]	https://www.parkrun.org.uk/guernsey
Guildford junior parkrun	51.244977	-0.567461	United Kingdom	England	Surrey	junior parkrunning	[]	https://www.parkrun.org.uk/guildford-juniors
Guildford parkrun	51.247383	-0.562062	United Kingdom	England	Surrey	parkrunning	[]	https://www.parkrun.org.uk/guildford
Gungahlin parkrun	-35.178952	149.129405	Australia	Australian Capital Territory		parkrunning	[]	https://www.parkrun.com.au/gungahlin
Gunnersbury parkrun	51.499405	-0.292253	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/gunnersbury
Gunpowder parkrun	51.676037	-0.000831	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/gunpowder
Hackney Marshes parkrun	51.553686	-0.025368	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/hackneymarshes
Hackworth parkrun	54.628071	-1.644945	United Kingdom	England	Durham	parkrunning	[]	https://www.parkrun.org.uk/hackworth
Hadleigh parkrun, Essex	51.549769	0.59606	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/hadleigh
Hafan Pwllheli parkrun	52.888538	-4.402811	United Kingdom	Wales	Gwynedd	parkrunning	[]	https://www.parkrun.org.uk/hafanpwllheli
Haga parkrun	59.354555	18.039292	Sweden	Stockholm	Solna Municipality	parkrunning	[]	https://www.parkrun.se/haga
Hagley parkrun	-43.528594	172.62282	New Zealand	Canterbury	Christchurch City	parkrunning	[]	https://www.parkrun.co.nz/hagley
Haigh Woodland parkrun	53.572714	-2.609519	United Kingdom	England	Wigan	parkrunning	[]	https://www.parkrun.org.uk/haighwoodland
Haldon Forest parkrun	50.653392	-3.579359	United Kingdom	England	Devon	parkrunning	[]	https://www.parkrun.org.uk/haldonforest
Halifax parkrun	53.731746	-1.873871	United Kingdom	England	Calderdale	parkrunning	[]	https://www.parkrun.org.uk/halifax
Halls parkrun, Nelspruit	-25.456949	30.937114	South Africa	Mpumalanga	Ehlanzeni District	parkrunning	[]	https://www.parkrun.co.za/halls
Hamilton Island parkrun	-20.345551	148.95513	Australia	Queensland	Whitsunday	parkrunning	[]	https://www.parkrun.com.au/hamiltonisland
Hamilton Lake parkrun	-37.799693	175.272381	New Zealand	Waikato	Hamilton City	parkrunning	[]	https://www.parkrun.co.nz/hamiltonlake
Hamilton Park parkrun	-46.095775	168.958159	New Zealand	Southland	Gore District	parkrunning	[]	https://www.parkrun.co.nz/hamiltonpark
Hamilton parkrun	-37.737592	142.040024	Australia	Victoria	Southern Grampians	parkrunning	[]	https://www.parkrun.com.au/hamilton
Hamlet Park parkrun	44.821408	-92.957775	USA	Minnesota	Washington	parkrunning	[]	https://www.parkrun.us/hamletpark
Hampstead Heath parkrun	51.558598	-0.168185	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/hampsteadheath
Hampton Oval parkrun	-20.666182	116.70334	Australia	Western Australia	Karratha	parkrunning	[]	https://www.parkrun.com.au/hamptonoval
Hamsterley Forest parkrun	54.675593	-1.858786	United Kingdom	England	Durham	parkrunning	[]	https://www.parkrun.org.uk/hamsterleyforest
Hanley parkrun	53.012501	-2.175164	United Kingdom	England	Stoke-on-Trent	parkrunning	[]	https://www.parkrun.org.uk/hanley
Hanworth junior parkrun	51.439389	-0.391593	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/hanworth-juniors
Hanworth parkrun	51.43874	-0.398287	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/hanworth
Harcourt Hill junior parkrun	51.739341	-1.295183	United Kingdom	England	Oxfordshire	junior Cancellation	[{'DateCancelled': '2022-05-15', 'ReasonCancelled': 'This is Oxford Event on risk of vehicles on course'}]	https://www.parkrun.org.uk/harcourthill-juniors
Harcourt Hill parkrun	51.739369	-1.295191	United Kingdom	England	Oxfordshire	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Other event on campus'}]	https://www.parkrun.org.uk/harcourthill
Harkerville parkrun	-34.038421	23.24131	South Africa	Western Cape	Eden District Municipality	parkrunning	[]	https://www.parkrun.co.za/harkerville
Harleston Magpies parkrun	52.384367	1.295457	United Kingdom	England	Suffolk	parkrunning	[]	https://www.parkrun.org.uk/harlestonmagpies
Harlow junior parkrun	51.77798	0.098433	United Kingdom	England	Essex	junior parkrunning	[]	https://www.parkrun.org.uk/harlow-juniors
Harlow parkrun	51.77766	0.103624	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/harlow
Harris Avenue parkrun	-27.171876	152.94537	Australia	Queensland	Moreton Bay	parkrunning	[]	https://www.parkrun.com.au/harrisavenue
Harrismith parkrun	-28.279106	29.151059	South Africa	Orange Free State	Thabo Mofutsanyana District Municipality	parkrunning	[]	https://www.parkrun.co.za/harrismith
Harrogate junior parkrun	53.991699	-1.550192	United Kingdom	England	North Yorkshire	junior parkrunning	[]	https://www.parkrun.org.uk/harrogate-juniors
Harrogate parkrun	53.992428	-1.521435	United Kingdom	England	North Yorkshire	parkrunning	[]	https://www.parkrun.org.uk/harrogate
Harrow Lodge junior parkrun	51.555718	0.202013	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/harrowlodge-juniors
Harrow Lodge parkrun	51.555606	0.200715	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/harrowlodge
Harrow parkrun	51.581781	-0.342734	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/harrow
Hart & Bosch Village parkrun	-34.112649	22.106174	South Africa	Western Cape	Eden District Municipality	parkrunning	[]	https://www.parkrun.co.za/hartenboschvillage
Hartlepool parkrun	54.686937	-1.195128	United Kingdom	England	Hartlepool	parkrunning	[]	https://www.parkrun.org.uk/hartlepool
Hartstown parkrun	53.395076	-6.415828	Ireland	Leinster	Dublin	parkrunning	[]	https://www.parkrun.ie/hartstown
Harwich parkrun	51.938035	1.284809	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/harwich
Hasenheide parkrun	52.482928	13.416029	Germany	Berlin		parkrunning	[]	https://www.parkrun.com.de/hasenheide
Hastings Foreshore parkrun	-38.307311	145.196651	Australia	Victoria	Mornington Peninsula	parkrunning	[]	https://www.parkrun.com.au/hastingsforeshore
Hastings High School parkrun	52.53526	-1.356127	United Kingdom	England	Leicestershire	parkrunning	[]	https://www.parkrun.org.uk/hastingshighschool
Hastings parkrun	50.850291	0.539739	United Kingdom	England	East Sussex	parkrunning	[]	https://www.parkrun.org.uk/hastings
Havant parkrun	50.875771	-0.975565	United Kingdom	England	Hampshire	parkrunning	[]	https://www.parkrun.org.uk/havant
Haverfordwest parkrun	51.797163	-4.992836	United Kingdom	Wales	Pembrokeshire	parkrunning	[]	https://www.parkrun.org.uk/haverfordwest
Haverhill parkrun	52.076737	0.422212	United Kingdom	England	Suffolk	parkrunning	[]	https://www.parkrun.org.uk/haverhill
Hawkwell junior parkrun	51.595524	0.673991	United Kingdom	England	Essex	junior parkrunning	[]	https://www.parkrun.org.uk/hawkwell-juniors
Hay Lodge parkrun	55.651659	-3.199586	United Kingdom	Scotland	Scottish Borders	parkrunning	[]	https://www.parkrun.org.uk/haylodge
Haywards Heath junior parkrun	50.998429	-0.106104	United Kingdom	England	West Sussex	junior parkrunning	[]	https://www.parkrun.org.uk/haywardsheath-juniors
Hazeldean Farm parkrun	-25.773305	28.400571	South Africa	Gauteng	City of Tshwane Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/hazeldeanfarm
Hazelwood parkrun	51.405783	-0.421045	United Kingdom	England	Surrey	parkrunning	[]	https://www.parkrun.org.uk/hazelwood
Hazlehead parkrun, Aberdeen	57.141371	-2.175647	United Kingdom	Scotland	Aberdeen City	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Fallen tress and path damage'}]	https://www.parkrun.org.uk/hazlehead
Hazyview parkrun	-25.035941	31.115198	South Africa	Mpumalanga	Ehlanzeni District	parkrunning	[]	https://www.parkrun.co.za/hazyview
Heartlands parkrun	50.224177	-5.2715	United Kingdom	England	Cornwall	parkrunning	[]	https://www.parkrun.org.uk/heartlands
Heaton parkrun	53.531975	-2.256263	United Kingdom	England	Manchester	parkrunning	[]	https://www.parkrun.org.uk/heaton
Heavitree junior parkrun	50.723092	-3.501308	United Kingdom	England	Devon	junior parkrunning	[]	https://www.parkrun.org.uk/heavitree-juniors
Heidedal parkrun	-29.147255	26.261942	South Africa	Orange Free State	Mangaung Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/heidedal
Helix junior parkrun	56.008708	-3.757796	United Kingdom	Scotland	Falkirk	junior parkrunning	[]	https://www.parkrun.org.uk/helix-juniors
Hellbrunn parkrun	47.761065	13.065462	Austria	Salzburg	Salzburg	parkrunning	[]	https://www.parkrun.co.at/hellbrunn
Hemlington Lake junior parkrun	54.526005	-1.244316	United Kingdom	England	Middlesbrough	junior parkrunning	[]	https://www.parkrun.org.uk/hemlingtonlake-juniors
Henderson Lake parkrun	49.687498	-112.80646	Canada	Alberta	Lethbridge	parkrunning	[]	https://www.parkrun.ca/hendersonlake
Henley Wood parkrun, Oswestry	52.862542	-3.030368	United Kingdom	England	Shropshire	parkrunning	[]	https://www.parkrun.org.uk/henleywood
Henley-on-Thames parkrun	51.531978	-0.919288	United Kingdom	England	Oxfordshire	parkrunning	[]	https://www.parkrun.org.uk/henleyonthames
Henlow Bridge Lakes parkrun	52.030537	-0.268787	United Kingdom	England	Central Bedfordshire	parkrunning	[]	https://www.parkrun.org.uk/henlowbridgelakes
Henry Kendall Reserve parkrun	-31.636004	152.794806	Australia	New South Wales	Port Macquarie-Hastings	parkrunning	[]	https://www.parkrun.com.au/henrykendallreserve
Henstridge Airfield parkrun	50.985278	-2.352992	United Kingdom	England	Somerset	parkrunning	[]	https://www.parkrun.org.uk/henstridgeairfield
